date,ss,sunshine
20161208,    0,0
20161209,   17,1.7
20161210,    0,0
20161211,   47,4.7
20161212,    0,0
20161213,    1,0.1
20161214,   39,3.9
20161215,    0,0
20161216,    0,0
20161217,    0,0
20161218,    0,0
20161219,    0,0
20161220,   36,3.6
20161221,    0,0
20161222,   39,3.9
20161223,    0,0
20161224,    0,0
20161225,    0,0
20161226,   45,4.5
20161227,   42,4.2
20161228,   47,4.7
20161229,   54,5.4
20161230,    0,0
20161231,    0,0
20170101,    0,0
20170102,   50,5
20170103,   25,2.5
20170104,    0,0
20170105,   53,5.3
20170106,   20,2
20170107,    0,0
20170108,    0,0
20170109,    0,0
20170110,   14,1.4
20170111,   10,1
20170112,    0,0
20170113,   15,1.5
20170114,    7,0.7
20170115,    0,0
20170116,    0,0
20170117,   59,5.9
20170118,   61,6.1
20170119,   47,4.7
20170120,   63,6.3
20170121,   62,6.2
20170122,   62,6.2
20170123,    4,0.4
20170124,   63,6.3
20170125,    0,0
20170126,    0,0
20170127,    6,0.6
20170128,   24,2.4
20170129,    0,0
20170130,    0,0
20170131,    0,0
20170201,    1,0.1
20170202,    0,0
20170203,   20,2
20170204,   28,2.8
20170205,    0,0
20170206,   18,1.8
20170207,   48,4.8
20170208,    0,0
20170209,    0,0
20170210,    0,0
20170211,    0,0
20170212,    0,0
20170213,   76,7.6
20170214,   13,1.3
20170215,    1,0.1
20170216,   25,2.5
20170217,   41,4.1
20170218,   30,3
20170219,    9,0.9
20170220,   22,2.2
20170221,    0,0
20170222,    0,0
20170223,   33,3.3
20170224,   56,5.6
20170225,    0,0
20170226,    3,0.3
20170227,    8,0.8
20170228,   46,4.6
20170301,    1,0.1
20170302,   69,6.9
20170303,    0,0
20170304,   41,4.1
20170305,   23,2.3
20170306,   51,5.1
20170307,   57,5.7
20170308,    4,0.4
20170309,   78,7.8
20170310,    0,0
20170311,   24,2.4
20170312,    0,0
20170313,   89,8.9
20170314,    7,0.7
20170315,   83,8.3
20170316,    0,0
20170317,   30,3
20170318,    1,0.1
20170319,    5,0.5
20170320,    6,0.6
20170321,   77,7.7
20170322,   31,3.1
20170323,   18,1.8
20170324,   43,4.3
20170325,  115,11.5
20170326,   80,8
20170327,   80,8
20170328,   60,6
20170329,    1,0.1
20170330,   49,4.9
20170331,   40,4
20170401,   47,4.7
20170402,  109,10.9
20170403,   99,9.9
20170404,    0,0
20170405,   99,9.9
20170406,  120,12
20170407,  121,12.1
20170408,  120,12
20170409,  121,12.1
20170410,   57,5.7
20170411,  121,12.1
20170412,   51,5.1
20170413,   56,5.6
20170414,    8,0.8
20170415,   45,4.5
20170416,   39,3.9
20170417,    3,0.3
20170418,  105,10.5
20170419,  118,11.8
20170420,   35,3.5
20170421,    0,0
20170422,   54,5.4
20170423,   76,7.6
20170424,   20,2
20170425,   89,8.9
20170426,   50,5
20170427,   49,4.9
20170428,   14,1.4
20170429,   21,2.1
20170430,   15,1.5
20170501,   32,3.2
20170502,   53,5.3
20170503,    1,0.1
20170504,    3,0.3
20170505,   86,8.6
20170506,   14,1.4
20170507,   67,6.7
20170508,    0,0
20170509,   56,5.6
20170510,  131,13.1
20170511,   24,2.4
20170512,   40,4
20170513,   48,4.8
20170514,   81,8.1
20170515,    0,0
20170516,   44,4.4
20170517,    0,0
20170518,   39,3.9
20170519,   22,2.2
20170520,   66,6.6
20170521,  127,12.7
20170522,   97,9.7
20170523,   41,4.1
20170524,  111,11.1
20170525,  128,12.8
20170526,  143,14.3
20170527,   75,7.5
20170528,   61,6.1
20170529,    0,0
20170530,   30,3
20170531,   28,2.8
20170601,  111,11.1
20170602,   42,4.2
20170603,  101,10.1
20170604,   66,6.6
20170605,   26,2.6
20170606,   30,3
20170607,   79,7.9
20170608,    0,0
20170609,   66,6.6
20170610,  101,10.1
20170611,   84,8.4
20170612,   32,3.2
20170613,   99,9.9
20170614,  132,13.2
20170615,  124,12.4
20170616,   99,9.9
